clip_stem,split,videos_len
4_1_20_11,train,19
4_1_21_1,train,31
4_1_21_2,train,47
4_1_21_3,train,45
4_1_21_4,train,36
4_1_21_5,train,45
4_1_21_6,train,32
4_1_22_1,train,31
4_1_22_2,train,47
4_1_22_3,train,48
4_1_22_4,train,39
4_1_22_5,train,43
4_1_22_6,train,47
4_1_22_7,train,61
4_1_22_8,train,57
4_1_22_9,train,51
4_1_22_10,train,54
4_1_22_11,train,64
4_1_22_12,train,51
4_1_22_13,train,37
4_1_22_14,train,37
4_1_22_15,train,23
4_1_22_16,train,18
4_1_23_1,train,34
4_1_23_2,train,43
4_1_23_3,train,59
4_1_23_4,train,62
4_1_23_5,train,51
4_1_23_6,train,59
4_1_23_7,train,60
4_1_23_8,train,56
4_1_23_9,train,43
4_1_23_10,train,39
4_1_23_11,train,46
4_1_23_12,train,45
4_1_23_13,train,32
4_1_24_1,train,39
4_1_24_2,train,48
4_1_24_3,train,50
4_1_24_4,train,36
4_1_25_1,train,37
4_1_25_2,train,45
4_1_25_3,train,48
4_1_25_4,train,63
4_1_25_5,train,54
4_1_25_6,train,44
4_1_25_7,train,43
4_1_25_8,train,36
4_1_25_9,train,46
4_1_25_10,train,41
4_1_25_11,train,43
4_1_25_12,train,34
4_1_25_13,train,16
4_1_26_1,train,36
4_1_26_2,train,45
4_1_26_3,train,47
4_1_26_4,train,62
4_1_26_5,train,53
4_1_26_6,train,36
4_1_26_7,train,46
4_1_26_8,train,47
4_1_26_9,train,47
4_1_26_10,train,64
4_1_26_11,train,49
4_1_28_1,train,34
4_1_28_2,train,41
4_1_28_3,train,62
4_1_28_4,train,58
4_1_28_5,train,44
4_1_28_6,train,53
4_1_28_7,train,68
4_1_28_8,train,57
4_1_28_9,train,41
4_1_28_10,train,50
4_1_28_11,train,51
4_1_28_12,train,49
4_1_28_13,train,57
4_1_28_14,train,48
4_1_28_15,train,43
4_1_28_16,train,55
4_1_28_17,train,51
4_1_28_18,train,47
4_1_28_19,train,46
4_1_28_20,train,32
4_1_29_1,train,36
4_1_29_2,train,52
4_1_29_3,train,46
4_1_29_4,train,43
4_1_29_5,train,54
4_1_29_6,train,66
4_1_29_7,train,49
4_1_30_1,train,32
4_1_30_2,train,43
4_1_30_3,train,39
4_1_30_4,train,28
4_1_30_5,train,33
4_1_30_6,train,29
4_1_31_1,train,34
4_1_31_2,train,43
4_1_31_3,train,64
4_1_31_4,train,61
4_1_31_5,train,47
4_1_31_6,train,66
4_1_31_7,train,54
4_1_31_8,train,36
4_1_31_9,train,59
4_1_31_10,train,69
4_1_31_11,train,49
4_1_31_12,train,26
4_1_32_1,train,34
4_1_32_2,train,43
4_1_32_3,train,46
4_1_32_4,train,31
4_1_33_1,train,41
4_1_33_2,train,47
4_1_33_3,train,52
4_1_33_4,train,49
4_1_33_5,train,46
4_1_33_6,train,61
4_1_33_7,train,53
4_1_33_8,train,35
4_1_33_9,train,30
4_1_33_10,train,36
4_1_33_11,train,58
4_1_33_12,train,63
4_1_33_13,train,55
4_1_33_14,train,46
4_1_33_15,train,45
4_1_33_16,train,37
4_1_34_1,train,38
4_1_34_2,train,50
4_1_34_3,train,40
4_1_34_4,train,39
4_1_34_5,train,45
4_1_34_6,train,50
4_1_34_7,train,51
4_1_34_8,train,50
4_1_34_9,train,51
4_1_34_10,train,43
4_1_34_11,train,33
4_1_34_12,train,32
4_1_34_13,train,30
4_1_35_1,train,37
4_1_35_2,train,31
4_1_36_1,train,33
4_1_36_2,train,34
4_1_36_3,train,41
4_1_36_4,train,60
4_1_36_5,train,50
4_1_36_6,train,42
4_1_36_7,train,56
4_1_36_8,train,67
4_1_36_9,train,65
4_1_36_10,train,52
4_1_36_11,train,56
4_1_36_12,train,48
4_1_36_13,train,31
4_1_36_14,train,35
4_1_36_15,train,32
4_1_36_16,train,37
4_1_36_17,train,55
4_1_36_18,train,38
4_1_37_1,train,55
4_1_37_2,train,62
4_1_37_3,train,50
4_1_37_4,train,50
4_1_37_5,train,43
4_1_37_6,train,45
4_1_37_7,train,63
4_1_37_8,train,58
4_1_37_9,train,46
4_1_37_10,train,47
4_1_37_11,train,44
4_1_37_12,train,56
4_1_37_13,train,50
4_1_37_14,train,48
4_1_37_15,train,56
4_1_37_16,train,62
4_1_37_17,train,69
4_1_37_18,train,56
4_1_37_19,train,53
4_1_37_20,train,38
4_1_38_1,train,41
4_1_38_2,train,46
4_1_38_3,train,40
4_1_38_4,train,60
4_1_38_5,train,53
4_1_38_6,train,37
4_1_38_7,train,49
4_1_38_8,train,55
4_1_38_9,train,57
4_1_38_10,train,47
4_1_38_11,train,53
4_1_38_12,train,50
4_1_38_13,train,46
4_1_38_14,train,68
4_1_38_15,train,58
4_1_38_16,train,45
4_1_38_17,train,35
4_2_1_1,train,35
4_2_1_2,train,43
4_2_1_3,train,59
4_2_1_4,train,53
4_2_1_5,train,34
4_2_1_6,train,37
4_2_1_7,train,48
4_2_1_8,train,37
4_2_3_1,train,37
4_2_3_2,train,56
4_2_3_3,train,49
4_2_3_4,train,41
4_2_3_5,train,50
4_2_3_6,train,53
4_2_3_7,train,47
4_2_3_8,train,41
4_2_3_9,train,56
4_2_3_10,train,63
4_2_3_11,train,45
4_2_3_12,train,41
4_2_3_13,train,54
4_2_3_14,train,37
4_2_5_1,train,51
4_2_5_2,train,57
4_2_5_3,train,48
4_2_5_4,train,62
4_2_5_5,train,62
4_2_5_6,train,64
4_2_5_7,train,60
4_2_5_8,train,48
4_2_5_9,train,48
4_2_5_10,train,57
4_2_5_11,train,45
4_2_5_12,train,20
4_2_6_1,train,31
4_2_6_2,train,39
4_2_6_3,train,46
4_2_6_4,train,63
4_2_6_5,train,49
4_2_7_1,train,35
4_2_7_2,train,41
4_2_7_3,train,45
4_2_7_4,train,61
4_2_7_5,train,60
4_2_7_6,train,44
4_2_7_7,train,44
4_2_7_8,train,59
4_2_7_9,train,68
4_2_7_10,train,42
4_2_8_1,train,35
4_2_8_2,train,50
4_2_8_3,train,46
4_2_8_4,train,37
4_2_8_5,train,44
4_2_8_6,train,60
4_2_8_7,train,50
4_2_8_8,train,35
4_2_8_9,train,39
4_2_8_10,train,49
4_2_8_11,train,39
4_2_9_1,train,38
4_2_9_2,train,56
4_2_9_3,train,48
4_2_9_4,train,41
4_2_9_5,train,54
4_2_9_6,train,65
4_2_9_7,train,55
4_2_9_8,train,34
4_2_9_9,train,29
4_2_9_10,train,41
4_2_9_11,train,62
4_2_9_12,train,50
4_2_9_13,train,41
4_2_9_14,train,60
4_2_9_15,train,60
4_2_9_16,train,49
4_2_9_17,train,50
4_2_9_18,train,36
4_2_10_1,train,37
4_2_10_2,train,54
4_2_10_3,train,48
4_2_10_4,train,47
4_2_10_5,train,55
4_2_10_6,train,38
4_2_10_7,train,23
4_2_11_1,train,32
4_2_11_2,train,39
4_2_11_3,train,45
4_2_11_4,train,50
4_2_11_5,train,63
4_2_11_6,train,46
4_2_12_1,train,36
4_2_12_2,train,41
4_2_12_3,train,38
4_2_12_4,train,59
4_2_12_5,train,48
4_2_13_1,train,33
4_2_13_2,train,41
4_2_13_3,train,43
4_2_13_4,train,51
4_2_13_5,train,50
4_2_13_6,train,36
4_2_13_7,train,35
4_2_13_8,train,35
4_2_13_9,train,27
4_2_13_10,train,21
4_2_14_1,train,31
4_2_14_2,train,40
4_2_14_3,train,49
4_2_14_4,train,51
4_2_14_5,train,65
4_2_14_6,train,61
4_2_14_7,train,45
4_2_14_8,train,48
4_2_14_9,train,58
4_2_14_10,train,41
4_2_15_1,train,37
4_2_15_2,train,43
4_2_15_3,train,50
4_2_15_4,train,45
4_2_15_5,train,42
4_2_15_6,train,47
4_2_15_7,train,44
4_2_15_8,train,45
4_2_15_9,train,62
4_2_15_10,train,49
4_2_17_1,train,41
4_2_17_2,train,59
4_2_17_3,train,53
4_2_17_4,train,46
4_2_17_5,train,46
4_2_17_6,train,60
4_2_17_7,train,51
4_2_17_8,train,35
4_2_17_9,train,41
4_2_17_10,train,42
4_2_17_11,train,48
4_2_17_12,train,65
4_2_17_13,train,64
4_2_17_14,train,49
4_2_17_15,train,50
4_2_17_16,train,67
4_2_17_17,train,51
4_2_17_18,train,36
4_2_17_19,train,34
4_2_18_1,train,36
4_2_18_2,train,42
4_2_18_3,train,45
4_2_18_4,train,62
4_2_18_5,train,59
4_2_18_6,train,45
4_2_18_7,train,50
4_2_18_8,train,50
4_2_18_9,train,64
4_2_18_10,train,54
4_2_18_11,train,42
4_2_18_12,train,40
4_2_18_13,train,34
4_2_18_14,train,44
4_2_18_15,train,47
4_2_18_16,train,41
4_2_18_17,train,25
4_2_20_1,train,29
4_2_20_2,train,35
4_2_20_3,train,51
4_2_20_4,train,50
4_2_20_5,train,45
4_2_20_6,train,52
4_2_20_7,train,36
4_2_21_1,train,42
4_2_21_2,train,50
4_2_21_3,train,50
4_2_21_4,train,64
4_2_21_5,train,50
4_2_21_6,train,37
4_2_21_7,train,50
4_2_21_8,train,63
4_2_21_9,train,59
4_2_21_10,train,49
4_2_21_11,train,66
4_2_21_12,train,58
4_2_21_13,train,41
4_2_21_14,train,55
4_2_21_15,train,43
4_2_21_16,train,18
4_2_22_1,train,35
4_2_22_2,train,42
4_2_22_3,train,45
4_2_22_4,train,61
4_2_22_5,train,49
4_2_22_6,train,38
4_2_22_7,train,60
4_2_22_8,train,50
4_2_22_9,train,40
4_2_22_10,train,50
4_2_22_11,train,66
4_2_22_12,train,53
4_2_22_13,train,34
4_2_22_14,train,48
4_2_22_15,train,49
4_2_22_16,train,50
4_2_22_17,train,69
4_2_22_18,train,64
4_2_22_19,train,47
4_2_22_20,train,62
4_2_22_21,train,61
4_2_22_22,train,46
4_2_22_23,train,47
4_2_22_24,train,29
4_2_23_1,train,35
4_2_23_2,train,44
4_2_23_3,train,37
4_2_23_4,train,45
4_2_23_5,train,41
4_2_24_1,train,37
4_2_24_2,train,48
4_2_24_3,train,62
4_2_24_4,train,70
4_2_24_5,train,49
4_2_24_6,train,43
4_2_24_7,train,61
4_2_24_8,train,62
4_2_24_9,train,50
4_2_24_10,train,32
4_2_25_1,train,33
4_2_25_2,train,49
4_2_25_3,train,44
4_2_25_4,train,37
4_2_25_5,train,43
4_2_25_6,train,28
4_2_25_7,train,20
4_2_25_8,train,30
4_2_25_9,train,40
4_2_25_10,train,60
4_2_25_11,train,53
4_2_25_12,train,48
4_2_25_13,train,57
4_2_25_14,train,42
4_2_25_15,train,38
4_2_25_16,train,49
4_2_25_17,train,65
4_2_25_18,train,70
4_2_25_19,train,45
4_2_25_20,train,24
4_2_26_1,train,35
4_2_26_2,train,42
4_2_26_3,train,57
4_2_26_4,train,49
4_2_26_5,train,35
4_2_26_6,train,32
4_2_26_7,train,34
4_2_26_8,train,56
4_2_26_9,train,59
4_2_26_10,train,49
4_2_26_11,train,63
4_2_26_12,train,61
4_2_26_13,train,51
4_2_26_14,train,66
4_2_26_15,train,73
4_2_26_16,train,52
4_2_26_17,train,25
4_2_27_1,train,36
4_2_27_2,train,46
4_2_27_3,train,62
4_2_27_4,train,57
4_2_27_5,train,44
4_2_27_6,train,61
4_2_27_7,train,51
4_2_27_8,train,35
4_2_27_9,train,36
4_2_27_10,train,33
4_2_27_11,train,27
4_2_27_12,train,34
4_2_27_13,train,57
4_2_27_14,train,59
4_2_27_15,train,50
4_2_27_16,train,62
4_2_27_17,train,50
4_2_27_18,train,43
4_2_27_19,train,56
4_2_27_20,train,46
4_2_27_21,train,43
4_2_27_22,train,35
4_2_28_1,train,35
4_2_28_2,train,40
4_2_28_3,train,46
4_2_28_4,train,50
4_2_28_5,train,66
4_2_28_6,train,55
4_2_28_7,train,39
4_2_28_8,train,47
4_2_28_9,train,30
4_2_29_1,train,35
4_2_29_2,train,57
4_2_29_3,train,60
4_2_29_4,train,51
4_2_29_5,train,48
4_2_29_6,train,45
4_2_29_7,train,47
4_2_29_8,train,59
4_2_29_9,train,58
4_2_29_10,train,43
4_2_29_11,train,48
4_2_29_12,train,47
4_2_29_13,train,54
4_2_29_14,train,66
4_2_29_15,train,53
4_2_29_16,train,49
4_2_29_17,train,64
4_2_29_18,train,69
4_2_29_19,train,43
4_2_31_1,train,43
4_2_31_2,train,59
4_2_31_3,train,39
4_2_32_1,train,35
4_2_32_2,train,45
4_2_32_3,train,50
4_2_32_4,train,65
4_2_32_5,train,57
4_2_32_6,train,41
4_2_32_7,train,45
4_2_32_8,train,42
4_2_32_9,train,53
4_2_32_10,train,50
4_2_32_11,train,41
4_2_32_12,train,51
4_2_32_13,train,50
4_2_32_14,train,41
4_2_32_15,train,25
4_2_33_1,train,42
4_2_33_2,train,52
4_2_33_3,train,47
4_2_33_4,train,56
4_2_33_5,train,52
4_2_33_6,train,37
4_2_33_7,train,41
4_2_33_8,train,62
4_2_33_9,train,55
4_2_33_10,train,37
4_2_33_11,train,40
4_2_33_12,train,27
4_2_34_1,train,30
4_2_34_2,train,38
4_2_34_3,train,53
4_2_34_4,train,46
4_2_34_5,train,38
4_2_34_6,train,45
4_2_34_7,train,45
4_2_34_8,train,62
4_2_34_9,train,54
4_2_34_10,train,41
4_2_34_11,train,50
4_2_34_12,train,63
4_2_34_13,train,55
4_2_34_14,train,39
4_2_34_15,train,54
4_2_34_16,train,69
4_2_34_17,train,55
4_2_34_18,train,41
4_2_34_19,train,47
4_2_34_20,train,50
4_2_34_21,train,69
4_2_34_22,train,66
4_2_34_23,train,50
4_2_34_24,train,39
4_2_34_25,train,39
4_2_34_26,train,33
4_2_35_1,train,34
4_2_35_2,train,38
4_2_35_3,train,40
4_2_35_4,train,43
4_2_35_5,train,44
4_2_35_6,train,52
4_2_35_7,train,67
4_2_35_8,train,55
4_2_35_9,train,25
4_2_36_1,train,31
4_2_36_2,train,37
4_2_36_3,train,62
4_2_36_4,train,64
4_2_36_5,train,50
4_2_36_6,train,64
4_2_36_7,train,54
4_2_36_8,train,33
4_2_36_9,train,38
4_2_36_10,train,41
4_2_36_11,train,46
4_2_36_12,train,62
4_2_36_13,train,54
4_2_36_14,train,37
4_2_36_15,train,32
4_2_37_1,train,31
4_2_37_2,train,39
4_2_37_3,train,49
4_2_37_4,train,35
4_2_38_1,train,33
4_2_38_2,train,42
4_2_38_3,train,57
4_2_38_4,train,50
4_2_38_5,train,39
4_2_38_6,train,38
4_2_38_7,train,26
4_2_38_8,train,25
4_2_38_9,train,28
4_2_38_10,train,22
5_1_1_1,train,35
5_1_1_2,train,43
5_1_1_3,train,56
5_1_1_4,train,58
5_1_1_5,train,50
5_1_1_6,train,62
5_1_1_7,train,57
5_1_1_8,train,47
5_1_1_9,train,57
5_1_1_10,train,62
5_1_1_11,train,40
5_1_2_1,train,30
5_1_2_2,train,52
5_1_2_3,train,58
5_1_2_4,train,46
5_1_2_5,train,65
5_1_2_6,train,63
5_1_2_7,train,48
5_1_2_8,train,55
5_1_2_9,train,50
5_1_2_10,train,50
5_1_2_11,train,66
5_1_2_12,train,68
5_1_2_13,train,40
5_1_3_1,train,38
5_1_3_2,train,55
5_1_3_3,train,46
5_1_3_4,train,30
5_1_3_5,train,37
5_1_3_6,train,56
5_1_3_7,train,56
5_1_3_8,train,48
5_1_3_9,train,59
5_1_3_10,train,62
5_1_3_11,train,37
5_1_5_2,train,20
5_1_6_1,train,37
5_1_6_2,train,43
5_1_6_3,train,43
5_1_6_4,train,61
5_1_6_5,train,56
5_1_6_6,train,40
5_1_6_7,train,48
5_1_6_8,train,51
5_1_6_9,train,63
5_1_6_10,train,58
5_1_6_11,train,48
5_1_6_12,train,51
5_1_6_13,train,65
5_1_6_14,train,62
5_1_6_15,train,39
5_1_6_16,train,40
5_1_6_17,train,50
5_1_6_18,train,68
5_1_6_19,train,71
5_1_6_20,train,55
5_1_6_21,train,52
5_1_6_22,train,68
5_1_6_23,train,65
5_1_6_24,train,60
5_1_6_25,train,63
5_1_6_26,train,36
5_1_7_1,train,40
5_1_7_2,train,52
5_1_7_3,train,60
5_1_7_4,train,56
5_1_7_5,train,45
5_1_7_6,train,54
5_1_7_7,train,70
5_1_7_8,train,59
5_1_7_9,train,46
5_1_7_10,train,62
5_1_7_11,train,53
5_1_7_12,train,31
5_1_7_13,train,28
5_1_7_14,train,37
5_1_7_15,train,55
5_1_7_16,train,71
5_1_7_17,train,75
5_1_7_18,train,57
5_1_7_19,train,50
5_1_7_20,train,64
5_1_7_21,train,75
5_1_7_22,train,63
5_1_7_23,train,55
5_1_7_24,train,55
5_1_7_25,train,65
5_1_7_26,train,78
5_1_7_27,train,67
5_1_7_28,train,55
5_1_7_29,train,66
5_1_7_30,train,64
5_1_7_31,train,50
5_1_7_32,train,66
5_1_7_33,train,49
5_1_8_1,train,35
5_1_8_2,train,51
5_1_8_3,train,46
5_1_8_4,train,41
5_1_8_5,train,50
5_1_8_6,train,59
5_1_8_7,train,59
5_1_8_8,train,52
5_1_8_9,train,62
5_1_8_10,train,75
5_1_8_11,train,53
5_1_8_12,train,53
5_1_8_13,train,53
5_1_8_14,train,23
5_1_9_2,train,70
5_1_9_3,train,52
5_1_9_4,train,43
5_1_9_5,train,59
5_1_9_6,train,63
5_1_9_7,train,52
5_1_9_8,train,63
5_1_9_9,train,50
5_1_9_10,train,38
5_1_9_11,train,37
5_1_10_1,train,22
5_1_10_2,train,43
5_1_10_3,train,54
5_1_10_4,train,43
5_1_10_5,train,53
5_1_10_6,train,44
5_1_10_7,train,37
5_1_10_8,train,49
5_1_10_9,train,36
5_1_11_1,train,33
5_1_11_2,train,42
5_1_11_3,train,48
5_1_11_4,train,64
5_1_11_5,train,49
5_1_12_1,train,34
5_1_12_2,train,43
5_1_12_3,train,49
5_1_12_4,train,64
5_1_12_5,train,70
5_1_12_6,train,43
5_1_12_7,train,40
5_1_12_8,train,54
5_1_12_9,train,50
5_1_12_10,train,64
5_1_12_11,train,57
5_1_12_12,train,43
5_1_12_13,train,50
5_1_12_14,train,43
5_1_12_15,train,43
5_1_12_16,train,49
5_1_12_17,train,60
5_1_12_18,train,49
5_1_12_19,train,40
5_1_12_20,train,53
5_1_12_21,train,41
5_1_12_22,train,22
5_1_13_1,train,37
5_1_13_2,train,51
5_1_13_3,train,43
5_1_13_4,train,17
5_1_13_5,train,42
5_1_13_6,train,56
5_1_13_7,train,27
5_1_13_8,train,44
5_1_13_9,train,36
5_1_13_10,train,43
5_1_13_11,train,74
5_1_13_12,train,54
5_1_13_13,train,49
5_1_13_14,train,50
5_1_13_15,train,49
5_1_13_16,train,55
5_1_13_17,train,68
5_1_13_18,train,57
5_1_13_19,train,40
5_1_13_20,train,55
5_1_13_21,train,59
5_1_13_22,train,36
5_1_15_1,train,34
5_1_15_2,train,43
5_1_15_3,train,33
5_1_16_1,train,37
5_1_16_2,train,44
5_1_16_3,train,45
5_1_16_4,train,50
5_1_16_5,train,66
5_1_16_6,train,57
5_1_16_7,train,42
5_1_16_8,train,51
5_1_16_9,train,43
5_1_16_10,train,42
5_1_16_11,train,34
5_1_17_1,train,24
5_1_18_1,train,37
5_1_18_2,train,48
5_1_18_3,train,52
5_1_18_4,train,61
5_1_18_5,train,50
5_1_18_6,train,39
5_1_18_7,train,51
5_1_18_8,train,62
5_1_18_9,train,65
5_1_18_10,train,50
5_1_18_11,train,48
5_1_18_12,train,59
5_1_18_13,train,41
5_1_19_1,train,37
5_1_19_2,train,59
5_1_19_3,train,67
5_1_19_4,train,44
5_1_19_5,train,41
5_1_19_6,train,46
5_1_19_7,train,43
5_1_19_8,train,61
5_1_19_9,train,50
5_1_19_10,train,30
5_1_19_11,train,42
5_1_19_12,train,50
5_1_19_13,train,34
5_1_20_1,train,33
5_1_20_2,train,42
5_1_20_3,train,56
5_1_20_4,train,44
5_1_20_5,train,42
5_1_20_6,train,57
5_1_20_7,train,62
5_1_20_8,train,57
5_1_20_9,train,43
5_1_20_10,train,43
5_1_20_11,train,49
5_1_20_12,train,33
5_1_21_1,train,33
5_1_21_2,train,39
5_1_21_3,train,44
5_1_21_4,train,63
5_1_21_5,train,52
5_1_21_6,train,41
5_1_21_7,train,63
5_1_21_8,train,62
5_1_21_9,train,50
5_1_21_10,train,31
5_1_21_11,train,32
5_1_21_12,train,37
5_1_21_13,train,33
5_1_21_14,train,31
5_1_21_15,train,28
5_1_21_16,train,41
5_1_21_17,train,60
5_1_21_18,train,52
5_1_21_19,train,45
5_1_21_20,train,61
5_1_21_21,train,67
5_1_21_22,train,70
5_1_21_23,train,59
5_1_21_24,train,47
5_1_21_25,train,44
5_1_21_26,train,48
5_1_21_27,train,65
5_1_21_28,train,68
5_1_21_29,train,66
5_1_21_30,train,53
5_1_21_31,train,45
5_1_21_32,train,54
5_1_21_33,train,59
5_1_21_34,train,58
5_1_21_35,train,33
5_1_22_1,train,25
5_1_22_2,train,18
5_1_23_1,train,35
5_1_23_2,train,43
5_1_23_3,train,56
5_1_23_4,train,68
5_1_23_5,train,48
5_1_23_6,train,39
5_1_23_7,train,44
5_1_23_8,train,32
5_1_23_9,train,22
5_1_24_1,train,33
5_1_24_2,train,51
5_1_24_3,train,47
5_1_24_4,train,34
5_1_24_5,train,46
5_1_24_6,train,55
5_1_24_7,train,37
5_1_25_1,train,38
5_1_25_2,train,47
5_1_25_3,train,48
5_1_25_4,train,59
5_1_25_5,train,47
5_1_25_6,train,38
5_1_25_7,train,45
5_1_25_8,train,45
5_1_25_9,train,43
5_1_25_10,train,43
5_1_25_11,train,53
5_1_25_12,train,39
5_1_25_13,train,21
5_1_26_1,train,36
5_1_26_2,train,47
5_1_26_3,train,35
5_1_27_1,train,36
5_1_27_2,train,45
5_1_27_3,train,50
5_1_27_4,train,66
5_1_27_5,train,53
5_1_27_6,train,40
5_1_27_7,train,36
5_1_29_1,train,20
5_1_29_2,train,30
5_1_29_3,train,37
5_1_29_4,train,37
5_1_29_5,train,63
5_1_29_6,train,52
5_1_29_7,train,21
5_1_30_1,train,37
5_1_30_2,train,50
5_1_30_3,train,54
5_1_30_4,train,60
5_1_30_5,train,57
5_1_30_6,train,54
5_1_30_7,train,66
5_1_30_8,train,55
5_1_30_9,train,45
5_1_30_10,train,64
5_1_30_11,train,60
5_1_30_12,train,57
5_1_30_13,train,76
5_1_30_14,train,62
5_1_30_15,train,31
5_1_31_1,train,23
5_1_31_2,train,28
5_1_31_3,train,48
5_1_31_4,train,45
5_1_31_5,train,46
5_1_31_6,train,60
5_1_31_7,train,68
5_1_31_8,train,71
5_1_31_9,train,72
5_1_31_10,train,60
5_1_31_11,train,49
5_1_31_12,train,39
5_1_31_13,train,40
5_1_31_14,train,57
5_1_31_15,train,44
5_1_31_16,train,41
5_1_31_17,train,59
5_1_31_18,train,54
5_1_31_19,train,50
5_1_31_20,train,57
5_1_31_21,train,54
5_1_31_22,train,65
5_1_31_23,train,49
5_1_32_1,train,29
5_1_32_2,train,43
5_1_32_3,train,58
5_1_32_4,train,37
5_1_33_1,train,37
5_1_33_2,train,49
5_1_33_3,train,41
5_1_33_4,train,40
5_1_33_5,train,51
5_1_33_6,train,65
5_1_33_7,train,62
5_1_33_8,train,51
5_1_33_9,train,68
5_1_33_10,train,49
5_1_34_1,train,46
5_1_34_2,train,52
5_1_34_3,train,45
5_1_34_4,train,60
5_1_34_5,train,63
5_1_34_6,train,60
5_1_34_7,train,66
5_1_34_8,train,51
5_1_34_9,train,35
5_1_34_10,train,45
5_1_34_11,train,68
5_1_34_12,train,76
5_1_34_13,train,76
5_1_34_14,train,49
5_2_1_1,train,34
5_2_1_2,train,56
5_2_1_3,train,75
5_2_1_4,train,49
5_2_2_1,train,34
5_2_2_2,train,41
5_2_2_3,train,47
5_2_2_4,train,51
5_2_2_5,train,36
5_2_3_1,train,36
5_2_3_2,train,51
5_2_3_3,train,50
5_2_3_4,train,35
5_2_3_5,train,31
5_2_3_6,train,37
5_2_3_7,train,43
5_2_3_8,train,45
5_2_3_9,train,58
5_2_3_10,train,57
5_2_3_11,train,31
5_2_4_1,train,37
5_2_4_2,train,56
5_2_4_3,train,51
5_2_4_4,train,44
5_2_4_5,train,59
5_2_4_6,train,55
5_2_4_7,train,42
5_2_4_8,train,44
5_2_4_9,train,44
5_2_4_10,train,63
5_2_4_11,train,49
5_2_5_1,train,33
5_2_5_2,train,40
5_2_5_3,train,45
5_2_5_4,train,45
5_2_5_5,train,58
5_2_5_6,train,50
5_2_5_7,train,41
5_2_5_8,train,60
5_2_5_9,train,58
5_2_5_10,train,50
5_2_5_11,train,37
5_2_6_1,train,29
5_2_6_2,train,40
5_2_6_3,train,52
5_2_6_4,train,62
5_2_6_5,train,50
5_2_6_6,train,34
5_2_6_7,train,43
5_2_6_8,train,54
5_2_6_9,train,43
5_2_6_10,train,23
5_2_7_1,train,37
5_2_7_2,train,48
5_2_7_3,train,49
5_2_7_4,train,32
5_2_9_1,train,37
5_2_9_2,train,50
5_2_9_3,train,65
5_2_9_4,train,52
5_2_9_5,train,45
5_2_9_6,train,52
5_2_9_7,train,47
5_2_9_8,train,55
5_2_9_9,train,46
5_2_9_10,train,37
5_2_9_11,train,32
5_2_10_1,train,36
5_2_10_2,train,55
5_2_10_3,train,50
5_2_10_4,train,40
5_2_10_5,train,59
5_2_10_6,train,53
5_2_10_7,train,40
5_2_10_8,train,50
5_2_10_9,train,50
5_2_10_10,train,37
5_2_10_11,train,42
5_2_10_12,train,51
5_2_10_13,train,63
5_2_10_14,train,60
5_2_10_15,train,54
5_2_10_16,train,68
5_2_10_17,train,62
5_2_10_18,train,50
5_2_10_19,train,59
5_2_10_20,train,58
5_2_10_21,train,55
5_2_10_22,train,69
5_2_10_23,train,49
5_2_11_1,train,38
5_2_11_2,train,49
5_2_11_3,train,58
5_2_11_4,train,57
5_2_11_5,train,50
5_2_11_6,train,68
5_2_11_7,train,51
5_2_11_8,train,35
5_2_11_9,train,46
5_2_11_10,train,47
5_2_11_11,train,61
5_2_11_12,train,62
5_2_11_13,train,48
5_2_11_14,train,59
5_2_11_15,train,73
5_2_11_16,train,54
5_2_11_17,train,48
5_2_11_18,train,64
5_2_11_19,train,55
5_2_11_20,train,49
5_2_11_21,train,65
5_2_11_22,train,74
5_2_11_23,train,60
5_2_11_24,train,51
5_2_11_25,train,37
5_2_12_1,train,32
5_2_12_2,train,50
5_2_12_3,train,52
5_2_12_4,train,47
5_2_12_5,train,36
5_2_13_1,train,23
5_2_13_2,train,37
5_2_13_3,train,43
5_2_13_4,train,37
5_2_13_5,train,46
5_2_13_6,train,30
5_2_14_2,train,42
5_2_14_3,train,57
5_2_14_4,train,45
5_2_14_5,train,43
5_2_14_6,train,35
5_2_14_7,train,35
5_2_14_8,train,24
5_2_15_1,train,37
5_2_15_2,train,44
5_2_15_3,train,31
5_2_16_1,train,36
5_2_16_2,train,44
5_2_16_3,train,63
5_2_16_4,train,56
5_2_16_5,train,45
5_2_16_6,train,62
5_2_16_7,train,58
5_2_16_8,train,45
5_2_16_9,train,49
5_2_16_10,train,36
5_2_17_1,train,24
5_2_17_2,train,30
5_2_17_3,train,44
5_2_17_4,train,47
5_2_17_5,train,35
5_2_18_1,train,36
5_2_18_2,train,57
5_2_18_3,train,69
5_2_18_4,train,51
5_2_18_5,train,45
5_2_18_6,train,50
5_2_18_7,train,42
5_2_18_8,train,37
5_2_18_9,train,46
5_2_18_10,train,58
5_2_18_11,train,57
5_2_18_12,train,48
5_2_18_13,train,57
5_2_18_14,train,40
5_2_19_1,train,35
5_2_19_2,train,56
5_2_19_3,train,61
5_2_19_4,train,58
5_2_19_5,train,51
5_2_19_6,train,41
5_2_19_7,train,46
5_2_19_8,train,63
5_2_19_9,train,67
5_2_19_10,train,49
5_2_19_11,train,51
5_2_19_12,train,38
5_2_20_1,train,37
5_2_20_2,train,59
5_2_20_3,train,53
5_2_20_4,train,26
5_2_21_1,train,38
