clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_bst_baseline,split_v2,aroundhead,backhand
5_1_11_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,11,4,lob,Top,train,train,0.0,0.0
5_1_11_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,11,5,smash,Bottom,train,train,1.0,0.0
5_1_12_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,1,short_service,Bottom,train,train,0.0,1.0
5_1_12_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,2,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_12_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,3,net_shot,Bottom,train,train,0.0,0.0
5_1_12_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,4,lob,Top,train,train,0.0,0.0
5_1_12_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,5,clear,Bottom,train,train,0.0,0.0
5_1_12_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,6,smash,Top,train,train,0.0,0.0
5_1_12_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,7,return_net,Bottom,train,train,0.0,0.0
5_1_12_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,8,return_net,Top,train,train,0.0,1.0
5_1_12_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,9,net_shot,Bottom,train,train,0.0,1.0
5_1_12_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,10,lob,Top,train,train,0.0,1.0
5_1_12_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,11,drop,Bottom,train,train,0.0,0.0
5_1_12_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,12,return_net,Top,train,train,0.0,0.0
5_1_12_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,13,cross_court_net_shot,Bottom,train,train,0.0,0.0
5_1_12_14,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,14,lob,Top,train,train,0.0,1.0
5_1_12_15,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,15,drop,Bottom,train,train,0.0,1.0
5_1_12_16,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,16,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_12_17,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,17,lob,Bottom,train,train,0.0,0.0
5_1_12_18,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,18,back_court_drive,Top,train,train,0.0,0.0
5_1_12_19,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,19,return_net,Bottom,train,train,0.0,0.0
5_1_12_20,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,20,lob,Top,train,train,0.0,1.0
5_1_12_21,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,21,smash,Bottom,train,train,1.0,0.0
5_1_12_22,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,12,22,return_net,Top,train,train,0.0,1.0
5_1_13_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,1,short_service,Bottom,train,train,0.0,1.0
5_1_13_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,2,lob,Top,train,train,0.0,1.0
5_1_13_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,3,passive_drop,Bottom,train,train,0.0,1.0
5_1_13_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,4,return_net,Top,train,train,0.0,1.0
5_1_13_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,5,cross_court_net_shot,Bottom,train,train,0.0,1.0
5_1_13_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,6,driven_flight,Top,train,train,0.0,1.0
5_1_13_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,7,drive,Bottom,train,train,0.0,0.0
5_1_13_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,8,defensive_return_lob,Top,train,train,0.0,1.0
5_1_13_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,9,passive_drop,Bottom,train,train,0.0,1.0
5_1_13_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,10,return_net,Top,train,train,0.0,1.0
5_1_13_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,11,lob,Bottom,train,train,0.0,0.0
5_1_13_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,12,drop,Top,train,train,1.0,0.0
5_1_13_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,13,return_net,Bottom,train,train,0.0,0.0
5_1_13_14,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,14,push,Top,train,train,0.0,0.0
5_1_13_15,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,15,passive_drop,Bottom,train,train,0.0,0.0
5_1_13_16,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,16,net_shot,Top,train,train,0.0,0.0
5_1_13_17,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,17,lob,Bottom,train,train,0.0,0.0
5_1_13_18,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,18,passive_drop,Top,train,train,0.0,0.0
5_1_13_19,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,19,return_net,Bottom,train,train,0.0,0.0
5_1_13_20,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,20,lob,Top,train,train,0.0,0.0
5_1_13_21,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,21,passive_drop,Bottom,train,train,0.0,0.0
5_1_13_22,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,13,22,lob,Top,train,train,0.0,1.0
5_1_14_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,14,1,unknown,Bottom,train,,,
5_1_15_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,15,1,short_service,Bottom,train,train,0.0,1.0
5_1_15_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,15,2,net_shot,Top,train,train,0.0,1.0
5_1_15_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,15,3,lob,Bottom,train,train,0.0,0.0
5_1_16_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,1,short_service,Top,train,train,0.0,1.0
5_1_16_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,2,net_shot,Bottom,train,train,0.0,1.0
5_1_16_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,3,net_shot,Top,train,train,0.0,0.0
5_1_16_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,4,net_shot,Bottom,train,train,0.0,0.0
5_1_16_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,5,lob,Top,train,train,0.0,0.0
5_1_16_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,6,passive_drop,Bottom,train,train,1.0,0.0
5_1_16_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,7,return_net,Top,train,train,0.0,1.0
5_1_16_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,8,net_shot,Bottom,train,train,0.0,1.0
5_1_16_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,9,net_shot,Top,train,train,0.0,1.0
5_1_16_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,10,net_shot,Bottom,train,train,0.0,1.0
5_1_16_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,16,11,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_17_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,17,1,long_service,Bottom,train,train,0.0,0.0
5_1_18_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,1,short_service,Top,train,train,0.0,1.0
5_1_18_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,2,return_net,Bottom,train,train,0.0,1.0
5_1_18_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,3,net_shot,Top,train,train,0.0,1.0
5_1_18_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,4,lob,Bottom,train,train,0.0,1.0
5_1_18_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,5,drive,Top,train,train,0.0,0.0
5_1_18_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,6,return_net,Bottom,train,train,0.0,0.0
5_1_18_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,7,return_net,Top,train,train,0.0,0.0
5_1_18_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,8,lob,Bottom,train,train,0.0,0.0
5_1_18_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,9,clear,Top,train,train,0.0,1.0
5_1_18_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,10,passive_drop,Bottom,train,train,1.0,0.0
5_1_18_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,11,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_18_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,12,lob,Bottom,train,train,0.0,0.0
5_1_18_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,18,13,smash,Top,train,train,1.0,0.0
5_1_19_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,1,short_service,Top,train,train,0.0,1.0
5_1_19_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,2,lob,Bottom,train,train,0.0,1.0
5_1_19_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,3,clear,Top,train,train,0.0,1.0
5_1_19_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,4,smash,Bottom,train,train,1.0,0.0
5_1_19_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,5,return_net,Top,train,train,0.0,1.0
5_1_19_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,6,net_shot,Bottom,train,train,0.0,1.0
5_1_19_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,7,net_shot,Top,train,train,0.0,1.0
5_1_19_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,8,lob,Bottom,train,train,0.0,1.0
5_1_19_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,9,back_court_drive,Top,train,train,0.0,0.0
5_1_19_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,10,drive,Bottom,train,train,0.0,0.0
5_1_19_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,11,return_net,Top,train,train,0.0,0.0
5_1_19_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,12,lob,Bottom,train,train,0.0,1.0
5_1_19_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,19,13,smash,Top,train,train,0.0,0.0
5_1_20_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,1,short_service,Bottom,train,train,0.0,1.0
5_1_20_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,2,net_shot,Top,train,train,0.0,1.0
5_1_20_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,3,lob,Bottom,train,train,0.0,0.0
5_1_20_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,4,smash,Top,train,train,1.0,0.0
5_1_20_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,5,return_net,Bottom,train,train,0.0,1.0
5_1_20_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,6,return_net,Top,train,train,0.0,0.0
5_1_20_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,7,lob,Bottom,train,train,0.0,0.0
5_1_20_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,8,drop,Top,train,train,0.0,0.0
5_1_20_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,9,net_shot,Bottom,train,train,0.0,0.0
5_1_20_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,10,cross_court_net_shot,Top,train,train,0.0,0.0
5_1_20_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,11,lob,Bottom,train,train,0.0,1.0
5_1_20_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,20,12,clear,Top,train,train,0.0,1.0
5_1_21_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,1,short_service,Bottom,train,train,0.0,1.0
5_1_21_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,2,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_21_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,3,net_shot,Bottom,train,train,0.0,0.0
5_1_21_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,4,lob,Top,train,train,0.0,0.0
5_1_21_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,5,smash,Bottom,train,train,0.0,0.0
5_1_21_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,6,cross_court_net_shot,Top,train,train,0.0,0.0
5_1_21_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,7,lob,Bottom,train,train,0.0,1.0
5_1_21_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,8,passive_drop,Top,train,train,0.0,1.0
5_1_21_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,9,lob,Bottom,train,train,0.0,1.0
5_1_21_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,10,smash,Top,train,train,1.0,0.0
5_1_21_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,11,lob,Bottom,train,train,0.0,1.0
5_1_21_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,12,smash,Top,train,train,0.0,1.0
5_1_21_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,13,return_net,Bottom,train,train,0.0,0.0
5_1_21_14,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,14,rush,Top,train,train,0.0,0.0
5_1_21_15,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,15,defensive_return_lob,Bottom,train,train,0.0,1.0
5_1_21_16,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,16,return_net,Top,train,train,0.0,1.0
5_1_21_17,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,17,lob,Bottom,train,train,0.0,1.0
5_1_21_18,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,18,smash,Top,train,train,1.0,0.0
5_1_21_19,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,19,return_net,Bottom,train,train,0.0,0.0
5_1_21_20,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,20,lob,Top,train,train,0.0,0.0
5_1_21_21,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,21,clear,Bottom,train,train,0.0,0.0
5_1_21_22,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,22,clear,Top,train,train,0.0,0.0
5_1_21_23,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,23,drop,Bottom,train,train,0.0,0.0
5_1_21_24,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,24,return_net,Top,train,train,0.0,0.0
5_1_21_25,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,25,return_net,Bottom,train,train,0.0,1.0
5_1_21_26,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,26,net_shot,Top,train,train,0.0,0.0
5_1_21_27,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,27,lob,Bottom,train,train,0.0,0.0
5_1_21_28,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,28,drop,Top,train,train,0.0,0.0
5_1_21_29,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,29,lob,Bottom,train,train,0.0,0.0
5_1_21_30,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,30,smash,Top,train,train,0.0,0.0
5_1_21_31,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,31,return_net,Bottom,train,train,0.0,1.0
5_1_21_32,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,32,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_21_33,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,33,lob,Bottom,train,train,0.0,0.0
5_1_21_34,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,34,clear,Top,train,train,0.0,0.0
5_1_21_35,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,21,35,smash,Bottom,train,train,1.0,0.0
5_1_22_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,22,1,short_service,Bottom,train,train,0.0,1.0
5_1_22_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,22,2,lob,Top,train,train,0.0,1.0
5_1_23_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,1,short_service,Bottom,train,train,0.0,1.0
5_1_23_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,2,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_23_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,3,lob,Bottom,train,train,0.0,1.0
5_1_23_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,4,clear,Top,train,train,0.0,0.0
5_1_23_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,5,smash,Bottom,train,train,1.0,0.0
5_1_23_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,6,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_23_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,7,drive,Bottom,train,train,0.0,0.0
5_1_23_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,8,drive,Top,train,train,0.0,0.0
5_1_23_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,23,9,drive,Bottom,train,train,0.0,0.0
5_1_24_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,24,1,short_service,Bottom,train,train,0.0,1.0
5_1_24_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,24,2,lob,Top,train,train,0.0,1.0
5_1_24_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,24,3,back_court_drive,Bottom,train,train,0.0,0.0
5_1_24_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,24,4,return_net,Top,train,train,0.0,0.0
5_1_24_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,24,5,net_shot,Bottom,train,train,0.0,1.0
5_1_24_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,24,6,lob,Top,train,train,0.0,0.0
5_1_24_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,24,7,smash,Bottom,train,train,1.0,0.0
5_1_25_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,1,short_service,Top,train,train,0.0,1.0
5_1_25_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,2,net_shot,Bottom,train,train,0.0,1.0
5_1_25_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,3,net_shot,Top,train,train,0.0,1.0
5_1_25_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,4,smash,Bottom,train,train,0.0,1.0
5_1_25_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,5,smash,Top,train,train,0.0,0.0
5_1_25_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,6,return_net,Bottom,train,train,0.0,0.0
5_1_25_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,7,net_shot,Top,train,train,0.0,0.0
5_1_25_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,8,lob,Bottom,train,train,0.0,0.0
5_1_25_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,9,smash,Top,train,train,1.0,0.0
5_1_25_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,10,return_net,Bottom,train,train,0.0,1.0
5_1_25_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,11,lob,Top,train,train,0.0,1.0
5_1_25_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,12,drop,Bottom,train,train,0.0,1.0
5_1_25_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,25,13,net_shot,Top,train,train,0.0,1.0
5_1_26_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,26,1,short_service,Bottom,train,train,0.0,1.0
5_1_26_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,26,2,cross_court_net_shot,Top,train,train,0.0,1.0
5_1_26_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,26,3,net_shot,Bottom,train,train,0.0,0.0
5_1_27_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,27,1,short_service,Top,train,train,0.0,1.0
5_1_27_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,27,2,net_shot,Bottom,train,train,0.0,0.0
5_1_27_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,27,3,net_shot,Top,train,train,0.0,0.0
5_1_27_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,27,4,lob,Bottom,train,train,0.0,0.0
5_1_27_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,27,5,smash,Top,train,train,0.0,0.0
5_1_27_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,27,6,cross_court_net_shot,Bottom,train,train,0.0,0.0
5_1_27_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,27,7,net_shot,Top,train,train,0.0,1.0
5_1_28_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,28,1,unknown,Bottom,train,,,
5_1_29_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1,29,1,short_service,Top,train,train,0.0,1.0
